transaction_time,window,is_workday,day_of_week,time_slot
2019-04-08 06:25:00,2nd canteen,1,0,77
2019-04-08 06:32:00,5th canteen,1,0,78
2019-04-08 06:34:00,2nd canteen,1,0,78
2019-04-08 06:35:00,2nd canteen,1,0,79
2019-04-08 06:35:00,2nd canteen,1,0,79
2019-04-08 06:35:00,2nd canteen,1,0,79
2019-04-08 06:36:00,2nd canteen,1,0,79
2019-04-08 06:36:00,2nd canteen,1,0,79
2019-04-08 06:36:00,2nd canteen,1,0,79
2019-04-08 06:37:00,5th canteen,1,0,79
2019-04-08 06:39:00,2nd canteen,1,0,79
2019-04-08 06:40:00,2nd canteen,1,0,80
2019-04-08 06:41:00,2nd canteen,1,0,80
2019-04-08 06:41:00,2nd canteen,1,0,80
2019-04-08 06:41:00,5th canteen,1,0,80
2019-04-08 06:41:00,2nd canteen,1,0,80
2019-04-08 06:41:00,5th canteen,1,0,80
2019-04-08 06:42:00,5th canteen,1,0,80
2019-04-08 06:42:00,2nd canteen,1,0,80
2019-04-08 06:42:00,5th canteen,1,0,80
2019-04-08 06:42:00,5th canteen,1,0,80
2019-04-08 06:42:00,5th canteen,1,0,80
2019-04-08 06:43:00,5th canteen,1,0,80
2019-04-08 06:43:00,5th canteen,1,0,80
2019-04-08 06:44:00,5th canteen,1,0,80
2019-04-08 06:44:00,2nd canteen,1,0,80
2019-04-08 06:44:00,2nd canteen,1,0,80
2019-04-08 06:45:00,5th canteen,1,0,81
2019-04-08 06:46:00,2nd canteen,1,0,81
2019-04-08 06:46:00,1st canteen,1,0,81
2019-04-08 06:46:00,2nd canteen,1,0,81
2019-04-08 06:47:00,5th canteen,1,0,81
2019-04-08 06:47:00,1st canteen,1,0,81
2019-04-08 06:47:00,2nd canteen,1,0,81
2019-04-08 06:47:00,2nd canteen,1,0,81
2019-04-08 06:47:00,5th canteen,1,0,81
2019-04-08 06:48:00,2nd canteen,1,0,81
2019-04-08 06:48:00,2nd canteen,1,0,81
2019-04-08 06:49:00,2nd canteen,1,0,81
2019-04-08 06:49:00,2nd canteen,1,0,81
2019-04-08 06:50:00,2nd canteen,1,0,82
2019-04-08 06:50:00,2nd canteen,1,0,82
2019-04-08 06:50:00,5th canteen,1,0,82
2019-04-08 06:50:00,2nd canteen,1,0,82
2019-04-08 06:50:00,5th canteen,1,0,82
2019-04-08 06:50:00,5th canteen,1,0,82
2019-04-08 06:50:00,2nd canteen,1,0,82
2019-04-08 06:51:00,2nd canteen,1,0,82
2019-04-08 06:51:00,2nd canteen,1,0,82
2019-04-08 06:51:00,2nd canteen,1,0,82
2019-04-08 06:51:00,5th canteen,1,0,82
2019-04-08 06:51:00,2nd canteen,1,0,82
2019-04-08 06:51:00,2nd canteen,1,0,82
2019-04-08 06:52:00,2nd canteen,1,0,82
2019-04-08 06:53:00,5th canteen,1,0,82
2019-04-08 06:54:00,5th canteen,1,0,82
2019-04-08 06:54:00,5th canteen,1,0,82
2019-04-08 06:54:00,5th canteen,1,0,82
2019-04-08 06:54:00,5th canteen,1,0,82
2019-04-08 06:54:00,5th canteen,1,0,82
2019-04-08 06:54:00,5th canteen,1,0,82
2019-04-08 06:55:00,5th canteen,1,0,83
2019-04-08 06:56:00,5th canteen,1,0,83
2019-04-08 06:57:00,2nd canteen,1,0,83
2019-04-08 06:57:00,2nd canteen,1,0,83
2019-04-08 06:57:00,5th canteen,1,0,83
2019-04-08 06:57:00,5th canteen,1,0,83
2019-04-08 06:57:00,2nd canteen,1,0,83
2019-04-08 06:57:00,2nd canteen,1,0,83
2019-04-08 06:57:00,5th canteen,1,0,83
2019-04-08 06:58:00,5th canteen,1,0,83
2019-04-08 06:58:00,2nd canteen,1,0,83
2019-04-08 06:58:00,5th canteen,1,0,83
2019-04-08 06:58:00,5th canteen,1,0,83
2019-04-08 06:59:00,5th canteen,1,0,83
2019-04-08 06:59:00,5th canteen,1,0,83
2019-04-08 06:59:00,5th canteen,1,0,83
2019-04-08 06:59:00,5th canteen,1,0,83
2019-04-08 06:59:00,5th canteen,1,0,83
2019-04-08 06:59:00,5th canteen,1,0,83
2019-04-08 07:00:00,5th canteen,1,0,84
2019-04-08 07:00:00,2nd canteen,1,0,84
2019-04-08 07:00:00,5th canteen,1,0,84
2019-04-08 07:00:00,5th canteen,1,0,84
2019-04-08 07:00:00,5th canteen,1,0,84
2019-04-08 07:00:00,2nd canteen,1,0,84
